211
1.00000 0.16279 0.28820 0.01514 0.07367 0.77050 0.07023 0.02771 0.14199 0.29219 0.05350 0.07038 0.52056 0.55226 0.31939 0.51306 0.08861 0.11669 0.01986 0.45611 0.54749 0.19232 0.66478 0.51348 0.29252 0.67533 0.10520 0.01930 0.30952 0.07750 0.60812 0.64075 0.58866 0.71891 0.66866 0.19233 0.18153 0.60867 0.70339 0.11970 0.03480 0.24645 0.73074 0.64691 0.65757 0.09011 0.06907 0.00067 0.06912 0.22125 0.11782 0.62085 0.22604 0.40079 0.05451 0.07560 0.50315 0.49303 0.63888 0.11337 0.68960 0.58738 0.36770 0.45545 0.04950 0.04194 0.33236 0.73652 0.65655 0.44001 0.10586 0.61238 0.01610 0.06887 0.52637 0.20367 0.23084 0.34814 0.63420 0.72767 0.41522 0.64734 0.48038 0.00965 0.17679 0.12076 0.58166 0.32046 0.05740 0.24761 0.08491 0.20526 0.09677 0.00735 0.44878 0.22449 0.32887 0.36302 0.74851 0.65113 0.65277 0.01773 0.02860 0.53586 0.62531 0.23218 0.29387 0.67437 0.64815 0.22829 0.12310 0.30494 0.03615 0.19314 0.76836 0.56019 0.22202 0.51544 0.69149 0.30340 0.54348 0.73185 0.27287 0.04177 0.46857 0.57371 0.20905 0.53988 0.07962 0.11309 0.69208 0.53788 0.65417 0.07724 0.77158 0.10216 0.08653 0.01920 0.51668 0.70705 0.55095 0.14757 0.12791 0.16667 0.10393 0.52606 0.14592 0.26047 0.74477 0.44159 0.36642 0.34510 0.10014 0.01892 0.07092 0.21050 0.27064 0.15041 0.67740 0.33777 0.22824 0.02172 0.75537 0.23369 0.38591 0.59326 0.03190 0.16694 0.26373 0.05566 0.60237 0.72399 0.44457 0.68876 0.07221 0.30195 0.13302 0.37170 0.00627 0.29094 0.71842 0.21049 0.13115 0.02741 0.31265 0.61494 0.63018 0.08374 0.70877 0.71271 0.56921 0.22423 0.24100 0.39691 0.02422 0.33536 0.69868 0.04284 0.12854 0.08738 0.14236 0.06116 0.36530 0.72571 0.28329 0.34132 0.11198 0.32093 0.66748 0.63608 0.66495
0.16279 1.00000 0.55302 0.45293 0.47540 0.13387 0.53729 0.50050 0.69869 0.30804 0.30770 0.48202 0.35296 0.45879 0.47000 0.26363 0.68526 0.57579 0.49167 0.37315 0.27503 0.57404 0.20623 0.20720 0.41819 0.12406 0.42250 0.18505 0.33204 0.44164 0.18133 0.05042 0.42991 0.19357 0.06918 0.49211 0.29310 0.02739 0.14489 0.35688 0.42435 0.45690 0.22668 0.03187 0.01303 0.55177 0.50639 0.49431 0.47436 0.49196 0.43983 0.21374 0.60778 0.42867 0.32901 0.66028 0.32385 0.12872 0.23704 0.61326 0.28236 0.15721 0.35161 0.40641 0.42134 0.60516 0.57648 0.17357 0.00145 0.37265 0.48305 0.10389 0.52074 0.60253 0.23235 0.40311 0.37330 0.51289 0.07891 0.10103 0.49001 0.07792 0.32042 0.46674 0.50541 0.54713 0.44757 0.12740 0.62012 0.32728 0.35142 0.41687 0.42363 0.39547 0.35409 0.52143 0.57923 0.48134 0.02612 0.23709 0.20161 0.43661 0.40320 0.48512 0.09213 0.55940 0.69210 0.07492 0.05252 0.29830 0.36486 0.31254 0.58065 0.46907 0.21675 0.13719 0.40731 0.36708 0.11323 0.67598 0.41765 0.06781 0.59016 0.44542 0.29894 0.49040 0.29838 0.40464 0.77338 0.53375 0.06551 0.13669 0.11739 0.25369 0.21832 0.55663 0.64574 0.42782 0.41307 0.09505 0.08750 0.66257 0.01264 0.33225 0.55032 0.30765 0.32196 0.42910 0.02453 0.23675 0.39590 0.33488 0.56359 0.55567 0.45473 0.45510 0.38351 0.57251 0.26917 0.47700 0.38984 0.37961 0.17452 0.61300 0.42538 0.00969 0.40405 0.21640 0.64279 0.65272 0.15559 0.06245 0.14171 0.15567 0.51314 0.54534 0.47503 0.50348 0.14604 0.31502 0.12583 0.41972 0.50140 0.37284 0.41780 0.21327 0.03528 0.56294 0.08888 0.06121 0.25329 0.38492 0.39257 0.47614 0.33800 0.10080 0.04446 0.60044 0.54623 0.48864 0.50904 0.68828 0.36904 0.25399 0.34977 0.51093 0.45797 0.35195 0.07894 0.11118 0.14054
0.28820 0.55302 1.00000 0.15362 0.33930 0.21478 0.52129 0.63484 0.59704 0.19770 0.26811 0.35270 0.55767 0.48701 0.61160 0.44466 0.45165 0.65514 0.41218 0.39491 0.32259 0.30317 0.36459 0.49267 0.45425 0.30115 0.52630 0.08258 0.34794 0.53939 0.18533 0.12227 0.60480 0.34791 0.04442 0.36006 0.12608 0.06100 0.11474 0.52362 0.52660 0.68259 0.23602 0.23455 0.01934 0.44263 0.64154 0.68225 0.35441 0.54126 0.40058 0.26516 0.42569 0.60351 0.56387 0.57752 0.67237 0.06637 0.38285 0.60745 0.31275 0.34362 0.32961 0.44502 0.46993 0.40601 0.44703 0.28065 0.00756 0.48682 0.35555 0.23663 0.29295 0.45400 0.29709 0.35160 0.12658 0.71684 0.01653 0.10913 0.46072 0.04219 0.56146 0.57746 0.41229 0.49872 0.48603 0.28868 0.70496 0.60445 0.49004 0.38751 0.33606 0.49923 0.28722 0.45809 0.58589 0.69100 0.22020 0.35314 0.30463 0.47518 0.44282 0.45838 0.34234 0.58067 0.70523 0.07822 0.05692 0.51882 0.17554 0.60048 0.47722 0.50141 0.28270 0.12557 0.53023 0.26954 0.15017 0.42312 0.46688 0.21812 0.48325 0.54285 0.48927 0.56127 0.16149 0.45421 0.51949 0.68244 0.05674 0.48138 0.14139 0.20931 0.50440 0.31987 0.36082 0.37720 0.52691 0.18755 0.25396 0.64630 0.14473 0.39734 0.51858 0.51608 0.28809 0.58652 0.18701 0.48742 0.62568 0.49646 0.43322 0.49464 0.31997 0.66232 0.60751 0.59862 0.29110 0.49567 0.21277 0.47478 0.39886 0.64477 0.51702 0.00908 0.54064 0.02399 0.44258 0.57313 0.10876 0.13030 0.29537 0.05804 0.49071 0.68420 0.40252 0.55578 0.00167 0.38325 0.26560 0.53981 0.37227 0.39848 0.45224 0.31183 0.10073 0.59786 0.17925 0.07457 0.36029 0.59200 0.68733 0.49029 0.21436 0.10961 0.25612 0.52355 0.48609 0.40934 0.33080 0.66123 0.55250 0.35495 0.58652 0.62810 0.27483 0.32542 0.21158 0.09936 0.17872
0.01514 0.45293 0.15362 1.00000 0.63592 0.01829 0.54622 0.25435 0.51077 0.50128 0.27360 0.34746 0.07153 0.18105 0.07177 0.16356 0.42557 0.25165 0.47707 0.27017 0.05356 0.59047 0.03026 0.18732 0.41987 0.04678 0.32028 0.32147 0.22969 0.37020 0.03960 0.13716 0.11491 0.03737 0.17590 0.17481 0.36830 0.06113 0.00666 0.31874 0.26287 0.09904 0.14295 0.16656 0.05673 0.21710 0.24795 0.41238 0.47430 0.28659 0.31137 0.06187 0.40449 0.17464 0.21234 0.37946 0.04061 0.23699 0.05540 0.16061 0.09071 0.11963 0.49577 0.19856 0.45584 0.39079 0.41593 0.07499 0.08460 0.17778 0.31506 0.09009 0.55127 0.47985 0.20249 0.29159 0.42714 0.14056 0.09755 0.12787 0.29330 0.10473 0.05834 0.49515 0.32218 0.37134 0.08049 0.00270 0.22246 0.21327 0.30611 0.30221 0.31978 0.27288 0.24095 0.32594 0.32980 0.26522 0.08691 0.16564 0.09112 0.31897 0.21394 0.04419 0.03787 0.24271 0.30736 0.17223 0.02278 0.22494 0.36618 0.17999 0.29889 0.24219 0.03235 0.05239 0.18784 0.25237 0.07135 0.46024 0.36323 0.16938 0.36229 0.27708 0.15299 0.18220 0.47589 0.08668 0.56539 0.09867 0.02674 0.03728 0.14858 0.53736 0.10822 0.38183 0.47754 0.31768 0.14348 0.09160 0.08703 0.19136 0.41112 0.26753 0.27563 0.00902 0.43642 0.08759 0.07768 0.06223 0.04877 0.00071 0.26062 0.49829 0.46196 0.27702 0.13435 0.37803 0.02875 0.44696 0.52060 0.15930 0.16407 0.20840 0.37536 0.04931 0.26688 0.26279 0.37871 0.27684 0.25768 0.01010 0.00031 0.12234 0.34854 0.16183 0.37271 0.43803 0.32911 0.45380 0.13796 0.19918 0.22786 0.29184 0.18383 0.09482 0.22816 0.14732 0.06122 0.02810 0.21756 0.08402 0.11860 0.14705 0.42091 0.23434 0.12906 0.31882 0.24147 0.39748 0.39241 0.28633 0.01570 0.03136 0.14208 0.32321 0.31045 0.09842 0.00835 0.18745 0.04419
0.07367 0.47540 0.33930 0.63592 1.00000 0.02126 0.72857 0.24894 0.40161 0.55265 0.39547 0.49012 0.13455 0.22419 0.09520 0.05151 0.61909 0.27457 0.56229 0.16795 0.00773 0.76967 0.06579 0.21324 0.39271 0.07063 0.33702 0.34060 0.08099 0.25346 0.11420 0.01178 0.12478 0.13565 0.07715 0.43761 0.48075 0.21307 0.02915 0.44560 0.22082 0.13395 0.24378 0.21542 0.03810 0.35384 0.32588 0.43103 0.68694 0.50602 0.52352 0.03046 0.56091 0.02475 0.24275 0.33855 0.03360 0.11913 0.14048 0.21371 0.01670 0.20862 0.65838 0.15095 0.64828 0.47814 0.40675 0.14451 0.19803 0.26117 0.48766 0.01687 0.50168 0.68491 0.36553 0.19481 0.55807 0.16932 0.08019 0.22700 0.14223 0.02246 0.02481 0.57294 0.55346 0.60205 0.20385 0.11788 0.25070 0.26129 0.35308 0.15846 0.49147 0.43403 0.18778 0.52054 0.22820 0.17843 0.09113 0.30182 0.08920 0.50910 0.42763 0.02213 0.00656 0.26547 0.32976 0.26817 0.11169 0.03003 0.57999 0.18007 0.50388 0.29581 0.05189 0.05960 0.15189 0.31381 0.01302 0.55337 0.37550 0.17859 0.34398 0.17286 0.13433 0.09919 0.58457 0.06542 0.71759 0.07604 0.13828 0.01379 0.11951 0.46891 0.11104 0.48261 0.56356 0.55129 0.04080 0.04474 0.05316 0.24755 0.28412 0.48270 0.20405 0.00463 0.62232 0.09224 0.00953 0.24205 0.11350 0.01766 0.45407 0.64065 0.56665 0.27148 0.00122 0.26794 0.01485 0.33322 0.73853 0.21414 0.15989 0.15157 0.58188 0.19011 0.43626 0.20969 0.54075 0.49052 0.29660 0.00759 0.02569 0.16675 0.55763 0.09796 0.63647 0.65115 0.43849 0.47591 0.17542 0.21518 0.38716 0.42126 0.13915 0.00011 0.06930 0.13155 0.09244 0.05036 0.14507 0.06246 0.00790 0.11983 0.58404 0.27031 0.08813 0.36158 0.34692 0.58552 0.65167 0.38286 0.04121 0.05963 0.03626 0.16254 0.33347 0.11649 0.03351 0.05230 0.14528
0.77050 0.13387 0.21478 0.01829 0.02126 1.00000 0.06661 0.16667 0.12836 0.10225 0.16981 0.10347 0.41254 0.45942 0.21864 0.56142 0.03625 0.05363 0.06107 0.42325 0.55365 0.08025 0.67953 0.47968 0.28855 0.59855 0.07040 0.08909 0.37871 0.08424 0.68303 0.73093 0.52089 0.82884 0.75421 0.10553 0.12129 0.65177 0.83069 0.10416 0.10683 0.31861 0.64829 0.61212 0.73742 0.04304 0.17800 0.05752 0.06896 0.24303 0.16268 0.57817 0.23211 0.35940 0.11607 0.05630 0.35219 0.64562 0.57076 0.03575 0.73861 0.53059 0.31289 0.38660 0.18190 0.10760 0.34602 0.78973 0.69401 0.33549 0.22527 0.70174 0.08948 0.13620 0.56129 0.21093 0.05424 0.31833 0.75965 0.76112 0.30978 0.74370 0.47455 0.14923 0.21799 0.00756 0.55134 0.48408 0.04127 0.26651 0.04088 0.24499 0.16017 0.00047 0.40196 0.22454 0.22568 0.28549 0.72270 0.66152 0.59851 0.05762 0.10680 0.50205 0.68612 0.15202 0.13681 0.67053 0.69034 0.21588 0.24227 0.25499 0.19172 0.03923 0.78781 0.67023 0.25655 0.63635 0.81252 0.11275 0.45362 0.82838 0.16228 0.10495 0.44428 0.46323 0.00380 0.36705 0.03895 0.01366 0.71308 0.60618 0.68180 0.13031 0.57175 0.15148 0.01601 0.09415 0.47378 0.83335 0.70493 0.07190 0.15161 0.11400 0.07368 0.57856 0.02500 0.32960 0.85524 0.41835 0.30841 0.37823 0.11214 0.14815 0.08087 0.18631 0.16870 0.13315 0.65285 0.23550 0.18062 0.05263 0.75060 0.10976 0.26099 0.65937 0.09808 0.27192 0.20523 0.15041 0.63819 0.78396 0.52970 0.63585 0.00699 0.24865 0.11630 0.30462 0.19408 0.26134 0.59237 0.30845 0.12233 0.05389 0.19742 0.64473 0.62673 0.15705 0.64967 0.80345 0.53361 0.09352 0.19252 0.37200 0.01870 0.40367 0.76137 0.02813 0.09710 0.09793 0.19041 0.03293 0.36648 0.68166 0.21282 0.20535 0.01415 0.30037 0.44011 0.59891 0.69046
0.07023 0.53729 0.52129 0.54622 0.72857 0.06661 1.00000 0.55039 0.59864 0.32586 0.59146 0.70044 0.04145 0.20040 0.35277 0.13596 0.58798 0.38800 0.74905 0.09409 0.04056 0.65582 0.05537 0.11804 0.28614 0.06814 0.58171 0.26123 0.16914 0.38427 0.00999 0.11933 0.11041 0.12703 0.21633 0.64999 0.27499 0.08226 0.18080 0.62950 0.52379 0.44166 0.02575 0.18411 0.15862 0.49870 0.53303 0.57995 0.61332 0.72038 0.73109 0.08076 0.56787 0.08813 0.43748 0.45224 0.18700 0.05966 0.07424 0.46997 0.06673 0.10892 0.48757 0.09439 0.75107 0.69875 0.27357 0.16428 0.02565 0.17521 0.65316 0.07965 0.45256 0.71542 0.15054 0.28409 0.42608 0.47723 0.09772 0.03062 0.16297 0.13267 0.12116 0.73503 0.63468 0.74563 0.24185 0.02692 0.55804 0.34140 0.61264 0.26389 0.64824 0.67374 0.24728 0.72869 0.38632 0.38086 0.11550 0.12713 0.01460 0.69545 0.42856 0.10290 0.02679 0.37539 0.39917 0.04663 0.00188 0.16733 0.48900 0.19333 0.63844 0.30813 0.18150 0.17260 0.44329 0.17471 0.12534 0.57070 0.27245 0.13607 0.31073 0.42244 0.10886 0.05656 0.51416 0.01978 0.63224 0.34546 0.08431 0.07993 0.22313 0.53248 0.11201 0.70454 0.59537 0.68790 0.01656 0.12379 0.04316 0.40070 0.23496 0.65586 0.41467 0.10991 0.47474 0.25297 0.07296 0.07638 0.17099 0.23225 0.62578 0.79275 0.60779 0.46166 0.25741 0.49275 0.13689 0.28906 0.56764 0.33233 0.18264 0.38091 0.44188 0.15321 0.66641 0.14757 0.63307 0.62570 0.01805 0.12224 0.15095 0.29589 0.77571 0.24694 0.65721 0.65734 0.36002 0.34845 0.13908 0.35042 0.65669 0.65674 0.25886 0.09577 0.16368 0.34521 0.15164 0.10314 0.03968 0.38867 0.23067 0.27937 0.39294 0.03735 0.11823 0.58198 0.60869 0.76271 0.72709 0.48273 0.09112 0.09705 0.06770 0.32046 0.40098 0.22116 0.06248 0.18489 0.31179
0.02771 0.50050 0.63484 0.25435 0.24894 0.16667 0.55039 1.00000 0.61436 0.04829 0.29966 0.40329 0.37622 0.28227 0.48918 0.41323 0.50777 0.60706 0.44236 0.16268 0.19179 0.23052 0.10499 0.34426 0.27506 0.18663 0.50237 0.10026 0.38360 0.48683 0.05274 0.03138 0.40650 0.15881 0.14710 0.49077 0.00286 0.14278 0.00204 0.36618 0.60510 0.81203 0.04012 0.09229 0.11437 0.36621 0.56649 0.65028 0.27212 0.61957 0.47787 0.13409 0.45379 0.50524 0.71598 0.62024 0.42258 0.05859 0.17288 0.61139 0.14377 0.24614 0.13275 0.32897 0.43199 0.53229 0.30916 0.12380 0.14843 0.23798 0.42350 0.07440 0.23747 0.46816 0.02413 0.35998 0.14166 0.60844 0.03605 0.03316 0.40686 0.07241 0.47641 0.48551 0.44458 0.43465 0.40314 0.32930 0.70628 0.51907 0.50998 0.37518 0.41856 0.49584 0.10132 0.51833 0.53461 0.58181 0.07083 0.21401 0.17419 0.49186 0.33253 0.38395 0.23366 0.46408 0.57113 0.09682 0.08785 0.51465 0.07494 0.38538 0.39568 0.31964 0.12121 0.09733 0.63153 0.24190 0.08864 0.28474 0.29883 0.18243 0.37599 0.62101 0.27572 0.23491 0.00599 0.16431 0.55348 0.55327 0.05606 0.34994 0.01009 0.30219 0.24979 0.45995 0.31748 0.34844 0.41981 0.00227 0.26252 0.56873 0.13514 0.38318 0.52148 0.42306 0.14639 0.67888 0.05553 0.46299 0.51043 0.60223 0.53970 0.44116 0.34263 0.57555 0.48199 0.65827 0.12125 0.34097 0.13015 0.43686 0.16826 0.50771 0.25018 0.10590 0.51260 0.09166 0.58465 0.49067 0.01085 0.05266 0.26990 0.26175 0.42865 0.50742 0.29868 0.48192 0.04358 0.21121 0.05956 0.53157 0.52128 0.43407 0.19453 0.18712 0.03125 0.72493 0.01117 0.00562 0.11163 0.50719 0.57736 0.42255 0.07184 0.01890 0.08260 0.63249 0.69516 0.44341 0.37361 0.65059 0.33941 0.16300 0.39154 0.38508 0.33203 0.27628 0.07386 0.07161 0.02920
0.14199 0.69869 0.59704 0.51077 0.40161 0.12836 0.59864 0.61436 1.00000 0.23661 0.33612 0.49199 0.55494 0.59621 0.50975 0.35903 0.51801 0.57882 0.50434 0.46106 0.24246 0.48366 0.23331 0.27353 0.41440 0.18449 0.61462 0.08209 0.43977 0.55059 0.04160 0.14057 0.49346 0.25655 0.17099 0.34943 0.21592 0.10236 0.02041 0.46855 0.61591 0.54663 0.07822 0.04898 0.08326 0.45984 0.52973 0.62725 0.44203 0.42199 0.53000 0.23318 0.43714 0.56457 0.49632 0.52182 0.48112 0.26454 0.25881 0.47329 0.26147 0.15862 0.35578 0.48690 0.47235 0.63435 0.56393 0.14663 0.04054 0.38362 0.45464 0.00261 0.42436 0.55251 0.20935 0.56443 0.37662 0.61589 0.04546 0.04334 0.58901 0.15809 0.40552 0.56104 0.43721 0.54244 0.35696 0.26550 0.63379 0.57284 0.56952 0.47192 0.45354 0.49393 0.30804 0.51934 0.56414 0.61553 0.01419 0.20905 0.24780 0.55003 0.36744 0.32052 0.13969 0.60287 0.58931 0.00855 0.08878 0.64262 0.30575 0.42300 0.58154 0.41977 0.18202 0.06211 0.53614 0.27935 0.06162 0.62583 0.48966 0.06916 0.64712 0.68666 0.45051 0.42864 0.28889 0.35004 0.63824 0.60713 0.09516 0.26223 0.00293 0.45842 0.24125 0.47070 0.47884 0.35391 0.48441 0.00989 0.03294 0.49996 0.16744 0.28527 0.52444 0.37272 0.49037 0.47019 0.05045 0.42437 0.55425 0.39296 0.50004 0.52537 0.49798 0.62896 0.56953 0.72153 0.28087 0.54545 0.29310 0.41714 0.16753 0.61606 0.55379 0.05104 0.46229 0.21007 0.51405 0.50942 0.09873 0.04677 0.26850 0.26152 0.55130 0.55157 0.45586 0.55324 0.15086 0.50509 0.06584 0.54597 0.42540 0.42444 0.49841 0.30087 0.21315 0.63160 0.09492 0.04904 0.33243 0.64581 0.60174 0.49695 0.22297 0.02163 0.03296 0.48999 0.48398 0.53505 0.46278 0.58064 0.47378 0.24137 0.54208 0.72116 0.53541 0.28345 0.05849 0.12041 0.11777
0.29219 0.30804 0.19770 0.50128 0.55265 0.10225 0.32586 0.04829 0.23661 1.00000 0.26926 0.16750 0.00662 0.24487 0.04315 0.11300 0.28189 0.05183 0.33565 0.25665 0.31339 0.62266 0.32361 0.11212 0.30968 0.29357 0.23687 0.39720 0.14523 0.00997 0.28874 0.12906 0.33896 0.07094 0.07168 0.09011 0.54673 0.43876 0.21185 0.09696 0.06191 0.01284 0.37816 0.05380 0.25130 0.28167 0.01453 0.16213 0.36231 0.08897 0.21562 0.26507 0.15205 0.04099 0.00361 0.18355 0.20604 0.16092 0.06386 0.02478 0.39812 0.01157 0.69527 0.26914 0.29558 0.22876 0.33020 0.14077 0.36338 0.27871 0.20378 0.14492 0.38457 0.24209 0.37064 0.19281 0.29510 0.11605 0.25080 0.33858 0.29650 0.16421 0.10295 0.43827 0.03970 0.29659 0.28960 0.10073 0.01567 0.10446 0.20570 0.38982 0.29797 0.26448 0.35021 0.17616 0.16042 0.16874 0.17087 0.34733 0.33332 0.23598 0.16946 0.09646 0.12541 0.15172 0.12592 0.40945 0.30292 0.05216 0.38475 0.10620 0.24051 0.28830 0.22432 0.10238 0.11796 0.39864 0.05873 0.45192 0.38097 0.08087 0.34771 0.10488 0.27301 0.20414 0.55181 0.17672 0.36823 0.00070 0.28538 0.02105 0.25424 0.17907 0.13319 0.30136 0.39728 0.31831 0.23715 0.22396 0.01110 0.18813 0.35729 0.16098 0.02172 0.19113 0.48109 0.12484 0.08815 0.01442 0.08475 0.19358 0.05992 0.31032 0.18188 0.12942 0.25371 0.15523 0.27698 0.36260 0.51694 0.10511 0.06519 0.08526 0.53820 0.33762 0.26009 0.16638 0.12388 0.31399 0.33789 0.26017 0.15421 0.22208 0.29703 0.17401 0.45753 0.45447 0.27309 0.34962 0.04860 0.14172 0.09779 0.19121 0.30583 0.27908 0.13539 0.02952 0.28047 0.18480 0.30922 0.04128 0.02441 0.08026 0.29746 0.29446 0.02235 0.05342 0.14116 0.28187 0.36222 0.16871 0.07106 0.33964 0.00054 0.24931 0.11286 0.21412 0.30289 0.18375 0.19987
